hanzi,keyword,zhuyin,pinyin,decomposition,definition,example,example_zhuyin,example_pinyin,simplified,rth_index,frequency_index,learn_order,network_level,decompstr
尤,remarkable,ㄧㄡˊ,yóu,"{'character': '尤', 'once': ['尢', '丶'], 'radical': ['尢', '丶'], 'graphical': ['𠂇', '乚', '丶']}","especially, particularly",尤其,ㄧㄡˊㄑㄧˊ,yóuqí,,226,880,168,2,"['尢 [remarkable]丶 [drop]\t', '尢\t丶', '𠂇\t乚\t丶']"
就,at once,ㄐㄧㄡ`,jiù,"{'character': '就', 'once': ['京', '尤'], 'radical': ['亠', '口', '小', '尢', '丶'], 'graphical': ['一', '丶', '口', '亅', '八', '𠂇', '乚', '丶']}","just, simply; to come, go to; to approach, near",成就 就是 就算,ㄔㄥˊㄐㄧㄡ`  ㄐㄧㄡ`ㄕ`  ㄐㄧㄡ`ㄙㄨㄢ`,chéngjiù jiùshì jiùsuàn,,304,26,87,3,"['京 [capital]尤 [remarkable]\t', '亠\t口\t小\t尢\t丶', '一\t丶\t口\t亅\t八\t𠂇\t乚\t丶']"
入,enter,ㄖㄨ`,rù,"{'character': '入', 'once': ['人'], 'radical': ['入'], 'graphical': ['入']}","enter, come in(to), join",加入 深入 進入,ㄐㄧㄚ ㄖㄨ`  ㄕㄣ ㄖㄨ`  ㄐㄧㄣ`ㄖㄨ`,jiārù shēnrù jìnrù,,638,230,166,1,"['人 [person]\t', '入', '入']"
六,six,ㄌㄧㄡ`,liù,"{'character': '六', 'once': ['亠', '八'], 'radical': ['亠', '八'], 'graphical': ['一', '丶', '八']}",number six,,,,,6,486,660,1,"['亠 [top hat]八 [eight]\t', '亠\t八', '一\t丶\t八']"
父,father,ㄈㄨ`,fù,"{'character': '父', 'once': ['八', '乂'], 'radical': ['父'], 'graphical': ['八', '乂']}",father; KangXi radical 88,父親 父母 祖父,ㄈㄨ`ㄑㄧㄣ   ㄈㄨ`ㄇㄨˇ  ㄗㄨˇㄈㄨ`,fùqīn fùmǔ zǔfù,,968,861,655,1,"['八 [eight]乂 [sheaf]\t', '父', '八\t乂']"
交,mingle,ㄐㄧㄠ,jiāo,"{'character': '交', 'once': ['六', '乂'], 'radical': ['亠', '八', '乂'], 'graphical': ['一', '丶', '八', '乂']}","mix; intersect; exchange, communicate; deliver",交通 交流 交友,ㄐㄧㄠ ㄊㄨㄥ   ㄐㄧㄠ ㄌㄧㄡˊ  ㄐㄧㄠ ㄧㄡˇ,jiāotōng jiāoliú jiāoyǒu,,969,27,278,1,"['六 [six]乂 [sheaf]\t', '亠\t八\t乂', '一\t丶\t八\t乂']"
也,also,ㄧㄝˇ,yě,"{'character': '也', 'once': ['乚', 'No glyph available'], 'radical': ['乚', '㇆', '丨'], 'graphical': ['乚', '㇆', '丨']}",also; classical final particle of strong affirmation or identity,也許,ㄧㄝˇㄒㄩˇ,yěxǔ,,476,28,30,1,"['乚 [hook]\t', '乚\t㇆\t丨', '乚\t㇆\t丨']"
用,utilize,ㄩㄥ`,yòng,"{'character': '用', 'once': ['冂', 'No glyph available'], 'radical': ['用'], 'graphical': ['冂', '二', '丨']}","use, employ, apply, operate; use",有用 信用卡 不用,ㄧㄡˇㄩㄥ`  ㄒㄧㄣ`ㄩㄥ`ㄎㄚˇ  ㄅㄨ`ㄩㄥ`,yǒuyòng xìnyòngkǎ bùyòng,,896,29,91,1,"['冂\t', '用', '冂\t二\t丨']"
匕,ancient spoon,ㄅㄧˇ,bǐ,"{'character': '匕', 'once': ['乚', '㇒'], 'radical': ['匕'], 'graphical': ['乚', '㇒']}","spoon, ladle; knife, dirk",,,,,419,3614,48,1,"['乚 [hook]㇒ [eyedropper]\t', '匕', '乚\t㇒']"
能,ability,ㄋㄥˊ,néng,"{'character': '能', 'once': ['䏍', 'No glyph available'], 'radical': ['厶', '月', 'No glyph available'], 'graphical': ['㇛', '丶', '冂', '二', '匕']}","to be able; can, permitted to; ability",可能 功能 能夠,ㄎㄜˇㄋㄥˊ  ㄍㄨㄥ ㄋㄥˊ  ㄋㄥˊㄍㄡ`,kěnéng gōngnéng nénggòu,,1432,30,115,1,"['䏍\t', '厶\t月\tNo glyph available', '㇛\t丶\t冂\t二\t匕']"
如,be like,ㄖㄨˊ,rú,"{'character': '如', 'once': ['女', '口'], 'radical': ['女', '口'], 'graphical': ['㇛', '一', '丿', '口']}","if, supposing; as if; like, as",如果 比如 不如,ㄖㄨˊㄍㄨㄛˇ  ㄅㄧˇㄖㄨˊ  ㄅㄨ`ㄖㄨˊ,rúguǒ bǐrú bùrú,,98,31,194,2,"['女 [woman]口 [mouth]\t', '女\t口', '㇛\t一\t丿\t口']"
士,soldier,ㄕ`,shì,"{'character': '士', 'once': ['十', '一'], 'radical': ['士'], 'graphical': ['一', '丨', '一']}","scholar, gentleman; soldier",護士 巴士 博士,ㄏㄨ`ㄕ˙  ㄅㄚ ㄕ`  ㄅㄛˊㄕ`,hùshi bāshì bóshì,,307,330,271,1,"['十 [ten]一 [one]\t', '士', '一\t丨\t一']"
寸,Chinese inch / glue,ㄘㄨㄣ`,cùn,"{'character': '寸', 'once': ['No glyph available', '丶'], 'radical': ['寸'], 'graphical': ['𠂇', '亅', '丶']}","inch; small, tiny; KangXi radical 41",尺寸 分寸,ㄔˇㄘㄨㄣ˙  ㄈㄣ ㄘㄨㄣ˙,chǐcun fēncun,,153,2017,29,1,"['丶 [drop]\t', '寸', '𠂇\t亅\t丶']"
寺,Buddhist temple,ㄙ`,sì,"{'character': '寺', 'once': ['土', '寸'], 'radical': ['土', '寸'], 'graphical': ['一', '丨', '一', '𠂇', '亅', '丶']}","court, office; temple, monastery",寺廟,ㄙ`ㄇㄧㄠ`,sìmiào,,155,2283,199,2,"['土 [dirt]寸 [Chinese inch / glue]\t', '土\t寸', '一\t丨\t一\t𠂇\t亅\t丶']"
時,time,ㄕˊ,shí,"{'character': '時', 'once': ['日', '寺'], 'radical': ['日', '土', '寸'], 'graphical': ['口', '一', '一', '丨', '一', '𠂇', '亅', '丶']}","time, season; era, age, period",時候 小時 有時候,ㄕˊㄏㄡ˙  ㄒㄧㄠˇㄕˊ  ㄧㄡˇㄕˊㄏㄡ˙,shíhou xiǎoshí yǒushíhou,时,156,32,83,2,"['日 [day]寺 [Buddhist temple]\t', '日\t土\t寸', '口\t一\t一\t丨\t一\t𠂇\t亅\t丶']"
文,literature,ㄨㄣˊ,wén,"{'character': '文', 'once': ['亠', '乂'], 'radical': ['文'], 'graphical': ['一', '丶', '乂']}","literature, culture, writing",英文 華文 中文,ㄧㄥ ㄨㄣˊ  ㄏㄨㄚˊㄨㄣˊ  ㄓㄨㄥ ㄨㄣˊ,Yīngwén Huáwén Zhōngwén,,1270,33,51,1,"['亠 [top hat]乂 [sheaf]\t', '文', '一\t丶\t乂']"
水,water,ㄕㄨㄟˇ,shuǐ,"{'character': '水', 'once': ['亅', 'No glyph available'], 'radical': ['水'], 'graphical': ['亅', '㇇', '冫']}","water, liquid, lotion, juice",水果 開水 汽水,ㄕㄨㄟˇㄍㄨㄛˇ  ㄎㄞ ㄕㄨㄟˇ  ㄑㄧ`ㄕㄨㄟˇ,shuǐguǒ kāishuǐ qìshuǐ,,126,204,13,1,"['亅\t', '水', '亅\t㇇\t冫']"
兄,elder brother,ㄒㄩㄥ,xiōng,"{'character': '兄', 'once': ['口', '儿'], 'radical': ['口', '儿'], 'graphical': ['口', '丿', '乚']}",elder brother,兄弟 弟兄,ㄒㄩㄥ ㄉㄧ`  ㄉㄧ`ㄒㄩㄥ˙,xiōngdì dìxiong,,101,399,717,3,"['口 [mouth]儿 [human legs / child]\t', '口\t儿', '口\t丿\t乚']"
允,consent,ㄩㄣˇ,yǔn,"{'character': '允', 'once': ['厶', '儿'], 'radical': ['厶', '儿'], 'graphical': ['㇛', '丶', '丿', '乚']}","to grant, to allow, to consent",允許,ㄩㄣˇㄒㄩˇ,yǔnxǔ,,1861,1947,1315,3,"['厶儿 [human legs / child]\t', '厶\t儿', '㇛\t丶\t丿\t乚']"
兌,convert/devil,ㄉㄨㄟ`,duì,"{'character': '兌', 'once': ['㕣', '儿'], 'radical': ['八', '口', '儿'], 'graphical': ['八', '口', '丿', '乚']}","cash; exchange, barter; weight",兌現,ㄉㄨㄟ`ㄒㄧㄢ`,duìxiàn,兑,467,3325,197,3,"['㕣儿 [human legs / child]\t', '八\t口\t儿', '八\t口\t丿\t乚']"
說,speak,ㄕㄨㄛ,shuō,"{'character': '說', 'once': ['言', '兌'], 'radical': ['言', '八', '口', '儿'], 'graphical': ['一', '丶', '二', '口', '八', '口', '丿', '乚']}","speak, say, talk; scold, upbraid",說話 小說 聽說,ㄕㄨㄛ ㄏㄨㄚ`  ㄒㄧㄠˇㄕㄨㄛ   ㄊㄧㄥ ㄕㄨㄛ ,shuōhuà xiǎoshuō tīngshuō,说,469,34,94,4,"['言 [say]兌 [convert/devil]\t', '言\t八\t口\t儿', '一\t丶\t二\t口\t八\t口\t丿\t乚']"
沒,not have,ㄇㄟˊ,méi,"{'character': '沒', 'once': ['氵', 'No glyph available'], 'radical': ['氵', '丿', '㇆', '又'], 'graphical': ['⺀', '㇀', '丿', '㇆', '㇇', '㇏']}","not, have not, none; to drown, sink",沒關係 沒有 沒什麼,ㄇㄟˊㄍㄨㄢ ㄒㄧ˙  ㄇㄟˊㄧㄡˇ  ㄇㄟˊㄕㄣˊㄇㄜ˙,méiguānxi méiyǒu méishénme,没,598,35,241,3,"['氵 [water]\t', '氵\t丿\t㇆\t又', '⺀\t㇀\t丿\t㇆\t㇇\t㇏']"
它,it,ㄊㄚ,tā,"{'character': '它', 'once': ['宀', '匕'], 'radical': ['宀', '匕'], 'graphical': ['冖', '丶', '乚', '㇒']}",it; other,它們,ㄊㄚ ㄇㄣ˙,tāmen,,428,243,234,1,"['宀 [house]匕 [ancient spoon]\t', '宀\t匕', '冖\t丶\t乚\t㇒']"
他,he,ㄊㄚ,tā,"{'character': '他', 'once': ['亻', '也'], 'radical': ['亻', '乚', '㇆', '丨'], 'graphical': ['㇒', '丨', '乚', '㇆', '丨']}","other, another; he, she, it",他們 吉他 其他,ㄊㄚ ㄇㄣ˙  ㄐㄧˊㄊㄚ   ㄑㄧˊㄊㄚ ,tāmen jítā qítā,,752,36,69,2,"['亻 [Jesus]也 [also]\t', '亻\t乚\t㇆\t丨', '㇒\t丨\t乚\t㇆\t丨']"
看,look at,ㄎㄢ`,kàn,"{'character': '看', 'once': ['龵', '目'], 'radical': ['龵', '目'], 'graphical': ['龵', '口', '二']}","look, see; examine, scrutinize",好看 看病 看見,ㄏㄠˇㄎㄢ`  ㄎㄢ`ㄅㄧㄥ`  ㄎㄢ`ㄐㄧㄢ`,hǎokàn kànbìng kànjiàn,,549,37,225,2,"['龵目 [eye]\t', '龵\t目', '龵\t口\t二']"
那,which?/alcatraz,ㄋㄚ`,nà,"{'character': '那', 'once': ['No glyph available', '阝'], 'radical': ['㇆', '二', '丨', '阝'], 'graphical': ['㇆', '二', '丨', '丨', '㇌']}","that, that one, those",那裡 那兒 那些,ㄋㄚ`ㄌㄧ˙  ㄋㄚ`ㄦ˙  ㄋㄚ`ㄒㄧㄝ ,nàli nàr nàxiē,,1458,38,156,4,"['阝 [city walls]\t', '㇆\t二\t丨\t阝', '㇆\t二\t丨\t丨\t㇌']"
門,gate,ㄇㄣˊ,mén,"{'character': '門', 'once': ['𠁣'], 'radical': ['門'], 'graphical': ['門']}","gate, door, entrance, opening",門口 部門 出門,ㄇㄣˊㄎㄡˇ  ㄅㄨ`ㄇㄣˊ  ㄔㄨ ㄇㄣˊ,ménkǒu bùmén chūmén,门,1201,400,65,1,"['𠁣\t', '門', '門']"
問,ask,ㄨㄣ`,wèn,"{'character': '問', 'once': ['門', '口'], 'radical': ['門', '口'], 'graphical': ['門', '口']}","ask (about), inquire after",請問 問題 訪問,ㄑㄧㄥˇㄨㄣ`  ㄨㄣ`ㄊㄧˊ  ㄈㄤˇㄨㄣ`,qǐngwèn wèntí fǎngwèn,问,1204,39,325,2,"['門 [gate]口 [mouth]\t', '門\t口', '門\t口']"
三,three,ㄙㄢ,sān,"{'character': '三', 'once': ['一', '二'], 'radical': ['一', '二'], 'graphical': ['一', '二']}",three,三明治 三角形 再三,ㄙㄢ ㄇㄧㄥˊㄓ`  ㄙㄢ ㄐㄧㄠˇㄒㄧㄥˊ  ㄗㄞ`ㄙㄢ ,sānmíngzhì sānjiǎoxíng zàisān,,3,111,248,1,"['一 [one]二 [two]\t', '一\t二', '一\t二']"
生,life / box of cereal,ㄕㄥ,shēng,"{'character': '生', 'once': ['龶', '㇒'], 'radical': ['生'], 'graphical': ['龶', '㇒']}","life, living, lifetime; birth",學生 先生 生日,ㄒㄩㄝˊㄕㄥ˙  ㄒㄧㄢ ㄕㄥ˙  ㄕㄥ ㄖ`,xuésheng Xiānsheng shēngrì,,1163,40,43,2,"['龶 [grow up/ alice in  wonderland]㇒ [eyedropper]\t', '生', '龶\t㇒']"
提,bring up,ㄊㄧˊ,tí,"{'character': '提', 'once': ['扌', '是'], 'radical': ['扌', '日', '一', '龰'], 'graphical': ['亅', '二', '口', '一', '一', '龰']}",hold in hand; lift in hand,提到 提高 提供,ㄊㄧˊㄉㄠ`  ㄊㄧˊㄍㄠ   ㄊㄧˊㄍㄨㄥ ,tídào tígāo tígōng,,563,41,347,4,"['扌 [finger]是 [be]\t', '扌\t日\t一\t龰', '亅\t二\t口\t一\t一\t龰']"
下,below,ㄒㄧㄚ`,xià,"{'character': '下', 'once': ['一', '卜'], 'radical': ['一', '卜'], 'graphical': ['一', '丨', '丶']}","under, underneath, below; down; inferior; bring down",下午 下課 下面,ㄒㄧㄚ`ㄨˇ  ㄒㄧㄚ`ㄎㄜ`  ㄒㄧㄚ`ㄇㄧㄢ`,xiàwǔ xiàkè xiàmiàn,,45,42,121,1,"['一 [one]卜 [divination]\t', '一\t卜', '一\t丨\t丶']"
過,cross,ㄍㄨㄛ`,guò,"{'character': '過', 'once': ['辶', '咼'], 'radical': ['辶', '冂', '㇆', '冂', '口'], 'graphical': ['丶', '㇆', '㇝', '冂', '㇆', '冂', '口']}","pass, pass through, go across",難過 過年 經過,ㄋㄢˊㄍㄨㄛ`  ㄍㄨㄛ`ㄋㄧㄢˊ  ㄐㄧㄥ ㄍㄨㄛ`,nánguò guònián jīngguò,过,980,43,122,3,"['辶 [road]咼\t', '辶\t冂\t㇆\t冂\t口', '丶\t㇆\t㇝\t冂\t㇆\t冂\t口']"
員,employee,ㄩㄢˊ,yuán,"{'character': '員', 'once': ['口', '貝'], 'radical': ['口', '貝'], 'graphical': ['口', '口', '二', '八']}","member; personnel, staff member",服務員 店員 球員,ㄈㄨˊㄨ`ㄩㄢˊ  ㄉㄧㄢ`ㄩㄢˊ  ㄑㄧㄡˊㄩㄢˊ,fúwùyuán diànyuán qiúyuán,员,54,345,351,2,"['口 [mouth]貝 [shellfish]\t', '口\t貝', '口\t口\t二\t八']"
圓,round,ㄩㄢˊ,yuán,"{'character': '圓', 'once': ['囗', '員'], 'radical': ['囗', '口', '貝'], 'graphical': ['冂', '一', '口', '口', '二', '八']}","circle; round, circular; complete",團圓 圓滿 圓形,ㄊㄨㄢˊㄩㄢˊ  ㄩㄢˊㄇㄢˇ  ㄩㄢˊㄒㄧㄥˊ,tuányuán yuánmǎn yuánxíng,圆,517,1126,1134,3,"['囗員 [employee]\t', '囗\t口\t貝', '冂\t一\t口\t口\t二\t八']"
青,blue or green / telescope,ㄑㄧㄥ,qīng,"{'character': '青', 'once': ['龶', '月'], 'radical': ['青'], 'graphical': ['龶', '冂', '二']}","blue, green, black; young",青菜 青年 青少年,ㄑㄧㄥ ㄘㄞ`  ㄑㄧㄥ ㄋㄧㄢˊ  ㄑㄧㄥ ㄕㄠ`ㄋㄧㄢˊ,qīngcài qīngnián qīngshàonián,,1151,689,177,3,"['龶 [grow up/ alice in  wonderland]月 [flesh/moon]\t', '青', '龶\t冂\t二']"
請,invite,ㄑㄧㄥˇ,qǐng,"{'character': '請', 'once': ['言', '青'], 'radical': ['言', '青'], 'graphical': ['一', '丶', '二', '口', '龶', '冂', '二']}","ask, request; invite; please",請問 請假 請客,ㄑㄧㄥˇㄨㄣ`  ㄑㄧㄥˇㄐㄧㄚ`  ㄑㄧㄥˇㄎㄜ`,qǐngwèn qǐngjià qǐngkè,请,1153,44,840,4,"['言 [say]青 [blue or green / telescope]\t', '言\t青', '一\t丶\t二\t口\t龶\t冂\t二']"
們,(plural),ㄇㄣ˙,men,"{'character': '們', 'once': ['亻', '門'], 'radical': ['亻', '門'], 'graphical': ['㇒', '丨', '門']}",adjunct pronoun indicate plural,我們 你們 他們,ㄨㄛˇㄇㄣ˙  ㄋㄧˇㄇㄣ˙  ㄊㄚ ㄇㄣ˙,wǒmen nǐmen tāmen,们,1202,45,76,2,"['亻 [Jesus]門 [gate]\t', '亻\t門', '㇒\t丨\t門']"
天,heavens,ㄊㄧㄢ,tiān,"{'character': '天', 'once': ['一', '大'], 'radical': ['一', '大'], 'graphical': ['一', '人', '一']}","sky, heaven; god, celestial",今天 明天 昨天,ㄐㄧㄣ ㄊㄧㄢ   ㄇㄧㄥˊㄊㄧㄢ   ㄗㄨㄛˊㄊㄧㄢ ,jīntiān míngtiān zuótiān,,403,46,196,2,"['一 [one]大 [large]\t', '一\t大', '一\t人\t一']"
戶,door,ㄏㄨ`,hù,"{'character': '戶', 'once': ['⺁', 'No glyph available'], 'radical': ['戶'], 'graphical': ['丿', '㇒', '匚']}","door; family, household",窗戶 戶外 開戶,ㄔㄨㄤ ㄏㄨ˙  ㄏㄨ`ㄨㄞ`  ㄎㄞ ㄏㄨ`,chuānghu hùwài kāihù,户,830,1368,203,1,"['⺁\t', '戶', '丿\t㇒\t匚']"
斤,tomahawk,ㄐㄧㄣ,jīn,"{'character': '斤', 'once': ['⺁', '丅'], 'radical': ['斤'], 'graphical': ['丿', '㇒', '一', '丨']}","a catty (approximately 500 g); an axe; keen, shrewd; KangXi radical number 69",公斤,ㄍㄨㄥ ㄐㄧㄣ ,gōngjīn,,856,2379,78,1,"['⺁丅\t', '斤', '丿\t㇒\t一\t丨']"
所,place,ㄙㄨㄛˇ,suǒ,"{'character': '所', 'once': ['戶', '斤'], 'radical': ['戶', '斤'], 'graphical': ['丿', '㇒', '匚', '丿', '㇒', '一', '丨']}","place, location; numerary adjunct",所以 廁所 所有,ㄙㄨㄛˇㄧˇ  ㄘㄜ`ㄙㄨㄛˇ  ㄙㄨㄛˇㄧㄡˇ,suǒyǐ cèsuǒ suǒyǒu,,857,47,170,2,"['戶 [door]斤 [tomahawk]\t', '戶\t斤', '丿\t㇒\t匚\t丿\t㇒\t一\t丨']"
夕,evening,ㄒㄧ,xī,"{'character': '夕', 'once': ['勺'], 'radical': ['夕'], 'graphical': ['夕']}","evening, night, dusk; slanted",除夕,ㄔㄨˊㄒㄧ ,Chúxī,,108,1754,68,1,"['勺 [ladle]\t', '夕', '夕']"
多,many,ㄉㄨㄛ,duō,"{'character': '多', 'once': ['夕'], 'radical': ['多'], 'graphical': ['多']}","much, many; more than, over",多少 差不多 許多,ㄉㄨㄛ ㄕㄠˇ  ㄔㄚ`ㄅㄨ˙ㄉㄨㄛ   ㄒㄩˇㄉㄨㄛ ,duōshǎo chàbuduō xǔduō,,109,48,127,2,"['夕 [evening]\t', '多', '多']"
林,woods,ㄌㄧㄣˊ,lín,"{'character': '林', 'once': ['木'], 'radical': ['林'], 'graphical': ['林']}","forest, grove; surname",森林 樹林 園林,ㄙㄣ ㄌㄧㄣˊ  ㄕㄨ`ㄌㄧㄣˊ  ㄩㄢˊㄌㄧㄣˊ,sēnlín Shùlín yuánlín,,192,321,412,2,"['木 [tree]\t', '林', '林']"
麻,hemp,ㄇㄚˊ,má,"{'character': '麻', 'once': ['广', '林'], 'radical': ['麻'], 'graphical': ['厂', '丶', '林']}","hemp, jute, flax; sesame",麻煩 麻雀 麻醉,ㄇㄚˊㄈㄢ˙  ㄇㄚˊㄑㄩㄝ`  ㄇㄚˊㄗㄨㄟ`,máfan máquè mázuì,,528,898,922,3,"['广 [cave]林 [woods]\t', '麻', '厂\t丶\t林']"
麼,(suffix),ㄇㄜ˙,me,"{'character': '麼', 'once': ['麻', '幺'], 'radical': ['麻', '幺'], 'graphical': ['厂', '丶', '林', '㇛', '丶']}","interrogative final particle; insignificant, small, tiny",什麼 怎麼樣 為什麼,ㄕㄣˊㄇㄜ˙  ㄗㄣˇㄇㄜ˙ㄧㄤ`  ㄨㄟ`ㄕㄣˊㄇㄜ˙,shénme zěnmeyàng wèishénme,么,1038,49,,,"['麻 [hemp]幺 [cocoon]\t', '麻\t幺', '厂\t丶\t林\t㇛\t丶']"
王,king,ㄨㄤˊ,wáng,"{'character': '王', 'once': ['一', '土'], 'radical': ['王'], 'graphical': ['一', '一', '丨', '一']}","king, ruler; royal; surname",國王,ㄍㄨㄛˊㄨㄤˊ,guówáng,,248,319,265,1,"['一 [one]土 [dirt]\t', '王', '一\t一\t丨\t一']"
主,lord,ㄓㄨˇ,zhǔ,"{'character': '主', 'once': ['王', '丶'], 'radical': ['王', '丶'], 'graphical': ['一', '一', '丨', '一', '丶']}","master, chief owner; host; lord",為主 主動 主婦,ㄨㄟˊㄓㄨˇ  ㄓㄨˇㄉㄨㄥ`  ㄓㄨˇㄈㄨ`,wéizhǔ zhǔdòng zhǔfù,,259,161,88,1,"['王 [king]丶 [drop]\t', '王\t丶', '一\t一\t丨\t一\t丶']"
之,of,ㄓ,zhī,"{'character': '之', 'once': ['𪜋', '㇝'], 'radical': ['王', '丶', '戈', '㇝'], 'graphical': ['一', '一', '丨', '一', '丶', '戈', '㇝']}","marks preceding phrase as modifier of following phrase; it, him her, them; go to",之後 之間 之前,ㄓ ㄏㄡ`  ㄓ ㄐㄧㄢ   ㄓ ㄑㄧㄢˊ,zhīhòu zhījiān zhīqián,,921,51,134,1,"['𪜋㇝\t', '王\t丶\t戈\t㇝', '一\t一\t丨\t一\t丶\t戈\t㇝']"
心,heart,ㄒㄧㄣ,xīn,"{'character': '心', 'once': ['𠁼', '㇃'], 'radical': ['心'], 'graphical': ['𠁼', '㇃']}","heart; mind, intelligence; soul",小心 開心 擔心,ㄒㄧㄠˇㄒㄧㄣ   ㄎㄞ ㄒㄧㄣ   ㄉㄢ ㄒㄧㄣ ,xiǎoxīn kāixīn dānxīn,,529,68,22,1,"['𠁼㇃\t', '心', '𠁼\t㇃']"
相,one another,ㄒㄧㄤ,xiāng,"{'character': '相', 'once': ['木', '目'], 'radical': ['木', '目'], 'graphical': ['一', '丨', '八', '口', '二']}","mutual, reciprocal, each other",照相機 照相 相信,ㄓㄠ`ㄒㄧㄤ`ㄐㄧ   ㄓㄠ`ㄒㄧㄤ`  ㄒㄧㄤ ㄒㄧㄣ`,zhàoxiàngjī zhàoxiàng xiāngxìn,,199,160,162,2,"['木 [tree]目 [eye]\t', '木\t目', '一\t丨\t八\t口\t二']"
想,think,ㄒㄧㄤˇ,xiǎng,"{'character': '想', 'once': ['相', '心'], 'radical': ['木', '目', '心'], 'graphical': ['一', '丨', '八', '口', '二', '𠁼', '㇃']}","think, speculate, plan, consider",感想 回想 理想,ㄍㄢˇㄒㄧㄤˇ  ㄏㄨㄟˊㄒㄧㄤˇ  ㄌㄧˇㄒㄧㄤˇ,gǎnxiǎng huíxiǎng lǐxiǎng,,537,52,243,3,"['相 [one another]心 [heart]\t', '木\t目\t心', '一\t丨\t八\t口\t二\t𠁼\t㇃']"
旦,daybreak,ㄉㄢ`,dàn,"{'character': '旦', 'once': ['日', '一'], 'radical': ['日', '一'], 'graphical': ['口', '一', '一']}",dawn; morning; day,一旦 元旦,ㄧ ㄉㄢ`  ㄩㄢˊㄉㄢ`,yīdàn Yuándàn,,29,1629,33,2,"['日 [day]一 [one]\t', '日\t一', '口\t一\t一']"
得,must,ㄉㄜˊ,dé,"{'character': '得', 'once': ['彳', '㝵'], 'radical': ['彳', '日', '一', '寸'], 'graphical': ['㇒', '丨', '口', '一', '一', '𠂇', '亅', '丶']}","obtain, get, gain, acquire",覺得 記得 不得不,ㄐㄩㄝˊㄉㄜ˙  ㄐㄧ`ㄉㄜ˙  ㄅㄨ`ㄉㄜˊㄅㄨ`,juéde jìde bùdébù,,702,53,138,3,"['彳 [queue rail]㝵\t', '彳\t日\t一\t寸', '㇒\t丨\t口\t一\t一\t𠂇\t亅\t丶']"
工,work/I-beam,ㄍㄨㄥ,gōng,"{'character': '工', 'once': ['一', '丄'], 'radical': ['工'], 'graphical': ['一', '丨', '一']}","labor, work; worker, laborer",工作 工廠 工人,ㄍㄨㄥ ㄗㄨㄛ`  ㄍㄨㄥ ㄔㄤˇ  ㄍㄨㄥ ㄖㄣˊ,gōngzuò gōngchǎng gōngrén,,72,54,66,1,"['一 [one]丄\t', '工', '一\t丨\t一']"
山,mountain,ㄕㄢ,shān,"{'character': '山', 'once': ['丨', '凵'], 'radical': ['山'], 'graphical': ['丨', '凵']}","mountain, hill, peak",山區 登山 山地,ㄕㄢ ㄑㄩ   ㄉㄥ ㄕㄢ   ㄕㄢ ㄉㄧ`,shānqū dēngshān shāndì,,634,289,246,1,"['丨凵 [pit]\t', '山', '丨\t凵']"
出,exit,ㄔㄨ,chū,"{'character': '出', 'once': ['山'], 'radical': ['出'], 'graphical': ['出']}","go out, send out; stand; produce",出去 出生 出來,ㄔㄨ ㄑㄩ`  ㄔㄨ ㄕㄥ   ㄔㄨ ㄌㄞˊ,chūqù chūshēng chūlái,,635,55,86,2,"['山 [mountain]\t', '出', '出']"
田,rice field,ㄊㄧㄢˊ,tián,"{'character': '田', 'once': ['冂', '土'], 'radical': ['田'], 'graphical': ['冂', '一', '丨', '一']}","field, arable land, cultivated",田野 農田 田地,ㄊㄧㄢˊㄧㄝˇ  ㄋㄨㄥˊㄊㄧㄢˊ  ㄊㄧㄢˊㄉㄧ`,tiányě nóngtián tiándì,,14,769,67,1,"['冂土 [dirt]\t', '田', '冂\t一\t丨\t一']"
衣,clothing,ㄧ,yī,"{'character': '衣', 'once': ['亠', '𧘇'], 'radical': ['衣'], 'graphical': ['一', '丶', '㇒', '㇗', '冫']}","clothes, clothing; cover, skin",衣服 洗衣機 毛衣,ㄧ ㄈㄨ˙  ㄒㄧˇㄧ ㄐㄧ   ㄇㄠˊㄧ ,yīfu xǐyījī máoyī,,375,1036,113,1,"['亠 [top hat]𧘇\t', '衣', '一\t丶\t㇒\t㇗\t冫']"
由,wherefore/bamboo shoot,ㄧㄡˊ,yóu,"{'character': '由', 'once': ['No glyph available', '凵'], 'radical': ['二', '丨', '凵'], 'graphical': ['二', '丨', '凵']}","cause, reason; from",由於 自由 不由得,ㄧㄡˊㄩˊ  ㄗ`ㄧㄡˊ  ㄅㄨ`ㄧㄡˊㄉㄜ˙,yóuyú zìyóu bùyóude,,845,236,215,2,"['凵 [pit]\t', '二\t丨\t凵', '二\t丨\t凵']"
袁,Yuan,ㄩㄢˊ,yuán,"{'character': '袁', 'once': ['土', 'No glyph available'], 'radical': ['土', '口', '㇒', '㇗', 'No glyph available'], 'graphical': ['一', '丨', '一', '口', '㇒', '㇗', '冫']}",robe; surname,,,,,378,2349,1872,2,"['土 [dirt]\t', '土\t口\t㇒\t㇗\tNo glyph available', '一\t丨\t一\t口\t㇒\t㇗\t冫']"
