"hanzi","pinyin","loa","fo1","decomposition","simplified","network_level"
"汗","hàn hán gān","1548","1490","水干","汗","2"
"旋","xuán xuàn","1548","1383","㫃疋","旋","2"
"廢","fèi","1548","1376","广发","废","4"
"刃","rèn","1557","2694","刀","刃","2"
"厲","lì","1558","1339","厂万","厉","2"
"搶","qiāng qiǎng chēng","1559","1412","手仓","抢","3"
"牌","pái","1559","1261","片卑","牌","3"
"酋","qiú","1559","3352","八酉","酋","2"
"軟","ruǎn","1559","1043","车欠","软","2"
"奉","fèng","1563","1382","𡗗手","奉","2"
"肅","sù","1563","1518","聿𫂱","肃","2"
"隱","yǐn yìn","1563","1034","阝急","隐","4"
"舀","yǎo","1563","3853","爪臼","舀","2"
"匃","gài","1567","4017","匃","匃","1"
"宇","yǔ","1568","1156","宀于","宇","2"
"博","bó","1568","965","十尃","博","4"
"港","gǎng jiǎng hòng","1568","927","水巷","港","5"
"畜","xù chù","1568","2029","玄田","畜","2"
"塞","sāi sài sè","1568","1080","𡨄土","塞","3"
"誠","chéng","1573","1154","言成","诚","4"
"捕","bǔ","1573","1312","手甫","捕","3"
"輯","jí","1573","1362","车咠","辑","3"
"姓","xìng","1573","1149","女生","姓","3"
"炮","páo bāo pào","1573","914","火包","炮","3"
"揭","jiē qì","1573","1666","手曷","揭","4"
"癶","bō","1579","4017","癶","癶","1"
"丌","qí jī","1580","4017","丌","丌","1"
"擡","tái","1581","1386","手台","抬","3"
"版","bǎn","1581","810","片反","版","3"
"烏","wū wù","1581","1244","鸟","乌","2"
"藍","lán la","1581","1190","艸监","蓝","4"
"倫","lún","1581","970","人仑","伦","3"
"卡","qiǎ kǎ","1581","717","上下","卡","2"
"屈","qū","1587","1684","尸出","屈","3"
"董","dǒng zhǒng","1587","1629","艸重","董","3"
"启","qǐ","1589","1320","户口","启","2"
"碰","pèng","1589","1371","石並","碰","3"
"顏","yán yá","1589","1545","彦页","颜","4"
"貌","mào","1589","1595","豸皃","貌","4"
"忍","rěn","1589","1127","刃心","忍","3"
"苟","gǒu gōu","1594","2878","艸句","苟","3"
"鬲","gé lì è","1594","3989","鬲","鬲","1"
"頃","qǐng kuǐ qīng","1596","2718","匕页","顷","4"
"堆","duī","1596","1370","土隹","堆","2"
"逢","féng páng péng","1596","2177","辵夆","逢","4"
"抵","dǐ","1596","1119","手氐","抵","3"
"脈","mài mò","1596","1594","肉永","脉","2"
"浮","fú","1596","1462","水孚","浮","3"
"珍","zhēn","1596","1314","玉㐱","珍","3"
"扎","zā zhā zhá zhǎ","1596","1411","手乚","扎","2"
"奔","bēn bèn","1596","1285","大卉","奔","4"
"謀","móu","1596","989","言某","谋","4"
"剩","shèng","1596","1446","乘刀","剩","4"
"煤","méi","1596","1740","火某","煤","4"
"齒","chǐ","1608","1773","止口人","齿","2"
"貢","gòng","1609","1548","工贝","贡","2"
"襄","xiāng","1610","2966","衣","襄","2"
"憶","yì","1611","1333","心乙","忆","2"
"臟","zàng","1611","1634","肉庄","脏","3"
"鼻","bí","1611","1335","自畀","鼻","2"
"卵","luǎn","1611","2008","卵","卵","1"
"潛","qián","1611","1112","水替","潜","4"
"旗","qí","1611","1407","㫃其","旗","2"
"逃","táo","1611","996","辵兆","逃","4"
"帛","bó","1611","3565","白巾","帛","2"
"洪","hóng","1611","1350","水共","洪","4"
"矣","yǐ xián","1620","2067","厶矢","矣","2"
"灣","wān","1621","855","水弯","湾","3"
"恰","qià","1621","1308","心合","恰","3"
"震","zhèn shēn","1621","1104","雨辰","震","2"
"怒","nù","1621","1143","奴心","怒","3"
"磨","mó mò","1621","1537","麻石","磨","4"
"坦","tǎn","1621","1017","土旦","坦","3"
"績","jì jī","1621","1547","糸责","绩","3"
"毌","guàn wān","1628","4017","毌","毌","1"
"凶","xiōng","1628","1378","凵乂","凶","2"
"繪","huì guì","1628","1809","糸会","绘","3"
"溝","gōu gǎng kòu","1628","1610","水勾","沟","3"
"涉","shè dié","1628","1239","水步","涉","3"
"齡","líng","1628","1510","齿令","龄","3"
"插","chā","1628","1495","手干臼","插","2"
"戴","dài","1628","1228","𢦏異","戴","3"
"呵","hē a kē","1628","1861","口可","呵","3"
"氫","qīng","1628","2632","气𢀖","氢","2"
"炭","tàn","1628","2365","火岸","炭","3"
"池","chí chè tuó","1628","1709","水也","池","2"
"伍","wǔ","1628","1472","人五","伍","2"
"騰","téng","1641","1635","朕马","腾","3"
"糊","hū hú hù","1641","1393","米胡","糊","4"
"漫","màn mán","1641","1455","水曼","漫","3"
"梁","liáng","1641","1416","水木刅","梁","4"
"擁","yōng yǒng","1641","1059","手用","拥","2"
"蒸","zhēng","1641","2354","艸丞火","蒸","4"
"乇","tuō zhé nè zhè","1647","3953","乇","乇","1"
"卉","huì","1647","3295","屮艸","卉","3"
"幕","mù","1649","1315","莫巾","幕","4"
"鍵","jiàn","1649","1471","金建","键","3"
"癥","zhēng zhèng","1649","1258","疒正","症","3"
"繞","rào rǎo","1649","1485","糸尧","绕","5"
"艱","jiān","1649","1647","又艮","艰","3"
"鉆","zuān zuàn","1649","1724","金占","钻","3"
"闊","kuò","1655","1675","门活","阔","4"
"叟","sǒu","1655","3639","又","叟","2"
"膽","dǎn","1655","1352","肉旦","胆","3"
"汙","wū wā wù yū","1655","1405","水亏","污","3"
"崇","chóng","1655","1482","山宗","崇","3"
"愈","yù","1655","1301","俞心","愈","3"
"渡","dù","1655","1406","水度","渡","5"
"疾","jí","1655","1273","疒矢","疾","2"
"礙","ài","1655","1437","石旦寸","碍","3"
"皆","jiē","1664","1419","比白","皆","3"
"郭","guō guó","1665","1813","享阝","郭","4"
"岩","yán","1665","1423","山石","岩","3"
"俄","é","1665","975","人我","俄","2"
"憲","xiàn","1665","1484","宀先","宪","4"
"碎","suì","1665","1420","石卒","碎","3"
"玻","bō","1665","1769","玉皮","玻","3"
"融","róng","1665","1225","鬲虫","融","2"
"障","zhàng zhāng","1665","1237","阝章","障","4"
"臧","zāng zàng cáng záng","1673","3854","戕臣","臧","3"
"拜","bài","1673","1218","手","拜","2"
"縱","zòng zǒng cóng sǒng","1675","1236","糸从","纵","3"
"耐","nài néng","1675","1409","而寸","耐","2"
"悄","qiǎo qiāo","1675","1434","心肖","悄","3"
"倆","liǎng liǎ","1675","1574","人两","俩","2"
"幣","bì","1675","1188","巾","币","2"
"坡","pō","1675","1550","土皮","坡","3"
"屆","jiè","1675","1522","尸由","届","3"
"寄","jì","1675","1611","宀奇","寄","4"
"貿","mào","1675","1092","卯贝","贸","3"
"棄","qì","1675","1105","子廾","弃","2"
"蕩","dàng tāng tàng","1675","1424","艸汤","荡","3"
"陷","xiàn","1675","1262","阝臽","陷","4"
"偶","ǒu","1675","1361","人禺","偶","3"
"膜","mó mò","1688","1945","肉莫","膜","4"
"勤","qín","1688","1565","堇力","勤","2"
"咼","wāi hé wǒ wā guǎ guō","1688","3976","口内","呙","3"
"銅","tóng","1688","1772","金同","铜","3"
"塑","sù","1688","2037","朔土","塑","3"
"眉","méi","1693","1460","目","眉","2"
"妙","miào","1694","1250","女少","妙","2"
"哩","li lǐ lī","1694","1949","口里","哩","3"
"拖","tuō","1694","1492","手他","拖","3"
"硫","liú chù","1694","2724","石㐬","硫","3"
"循","xún","1694","1744","彳盾","循","2"
"稍","shāo shào","1694","1373","禾肖","稍","3"
"暖","nuǎn xuān","1694","1745","日爰","暖","3"
"摩","mó mā","1694","1162","麻手","摩","4"
"匋","táo yáo","1702","4017","勹缶","匋","2"
"杯","bēi","1703","1396","木不","杯","2"
"偷","tōu","1703","1284","人俞","偷","3"
"恢","huī","1703","1364","心灰","恢","3"
"仁","rén","1703","1359","人二","仁","2"
"孤","gū","1703","1334","子瓜","孤","2"
"恆","héng","1703","1764","心亘","恒","2"
"稀","xī","1703","1788","禾希","稀","3"
"灾","zāi","1703","1349","宀火","灾","2"
"肩","jiān xián","1703","1415","户肉","肩","2"
"腔","qiāng kòng","1703","1914","肉空","腔","3"
"違","wéi huí","1713","1184","辵韦","违","3"
"伊","yī","1713","761","人尹","伊","3"
"挺","tǐng","1713","1467","手廷","挺","4"
"賓","bīn bìn","1716","1534","宀兵","宾","3"
"賴","lài","1717","1365","束负","赖","3"
"滑","huá gǔ","1717","1480","水骨","滑","2"
"鋪","pū pù","1717","1613","金甫","铺","3"
"鋒","fēng","1717","1671","金夆","锋","4"
"潔","jié","1717","1531","水吉","洁","3"
"顆","kē kě kuǎn","1717","1448","果页","颗","4"
"勒","lè lēi","1723","966","革力","勒","2"
"遷","qiān","1723","1630","辵千","迁","3"
"璃","lí li","1723","1894","玉离","璃","3"
"鞋","xié wā","1723","1638","革圭","鞋","3"
"爆","bào bó","1723","1243","火暴","爆","5"
"嘛","má ma","1723","1628","口麻","嘛","4"
"秦","qín","1723","1394","𡗗禾","秦","2"
"杜","dù","1723","1277","木土","杜","2"
"遞","dì dài","1723","1538","辵弟","递","3"
"涼","liáng liàng","1723","1581","仌京","凉","2"
"凝","níng","1723","1631","仌疑","凝","2"
"憑","píng","1723","1410","任几","凭","3"
"桂","guì","1723","1930","木圭","桂","3"
"貼","tiē","1736","1454","贝占","贴","3"
"嘆","tàn","1736","1299","口又","叹","2"
"牧","mù","1736","1580","牛攴","牧","3"
"駡","mà","1736","1449","口马","骂","2"
"峰","fēng","1736","1473","山夆","峰","4"
"糖","táng","1736","1746","米唐","糖","3"
"恨","hèn","1736","1295","心艮","恨","3"
"紫","zǐ","1736","1646","此糸","紫","3"
"攝","shè niè","1736","1403","手聂","摄","4"
"割","gē","1745","1665","害刀","割","3"
"狂","kuáng jué","1745","1147","犬王","狂","2"
"泡","pào pāo páo","1745","2000","水包","泡","3"
"仰","yǎng áng yàng","1745","1368","人卬","仰","3"
"嘗","cháng","1745","1621","云","尝","2"
"腐","fǔ","1745","1576","府肉","腐","4"
"壤","rǎng","1745","2408","土襄","壤","3"
"輩","bèi","1745","1477","非车","辈","2"
"勵","lì","1753","1468","厉力","励","3"
"乳","rǔ","1753","1831","孚乚","乳","3"
"昨","zuó","1753","1475","日乍","昨","2"
"億","yì","1753","1057","人乙","亿","2"
"疏","shū shù","1757","1897","疋㐬","疏","3"
"遲","chí xī zhí zhì","1758","1374","辵尺","迟","3"
"刊","kān","1758","1241","干刀","刊","2"
"夸","kuā kuà","1758","1955","大亏","夸","3"
"拔","bá bèi","1758","1502","手犮","拔","3"
"擦","cā","1758","1761","手察","擦","4"
"耕","gēng","1763","1850","耒井","耕","3"
"邏","luó luò","1763","1591","辵罗","逻","3"
"搬","bān","1763","1766","手般","搬","4"
"患","huàn","1763","1249","串心","患","2"
"彼","bǐ","1763","1256","彳皮","彼","3"
"遵","zūn","1763","1593","辵尊","遵","4"
"滴","dī","1763","1896","水啇","滴","3"
"忠","zhōng","1763","1322","中心","忠","2"
"鑑","jiàn","1771","1655","金监","鉴","4"
"塔","tǎ","1771","1030","土荅","塔","4"
"頻","bīn pín","1771","1535","步页","频","4"
"殼","ké qiào","1771","1937","士冖几","壳","2"
"炸","zhà zhá","1771","976","火乍","炸","2"
"荅","dá dā tà","1771","3995","艸合","荅","3"
"滾","gǔn","1771","1542","水衮","滚","4"
"擠","jǐ","1771","1661","手齐","挤","2"
"廳","tīng","1771","1217","厂丁","厅","2"
"帚","zhǒu","1780","3532","帚","帚","1"
"憤","fèn","1781","1508","心贲","愤","5"
"曉","xiǎo","1781","1357","日尧","晓","5"
"柳","liǔ","1781","1557","木卯","柳","3"
"陶","táo dào yáo","1781","1601","阝匋","陶","4"
"爐","lú","1781","1980","火户","炉","2"
"宏","hóng","1781","1798","宀厷","宏","3"
"瞧","qiáo","1781","1551","目焦","瞧","3"
"柔","róu","1788","1573","矛木","柔","2"
"箱","xiāng","1789","1453","竹相","箱","3"
"扑","pū","1789","1509","手卜","扑","2"
"暫","zàn","1789","1325","斩日","暂","3"
"柱","zhù zhǔ","1789","1691","木主","柱","2"
"衰","shuāi cuī suō","1789","1702","衣冉","衰","2"
"盆","pén","1789","2034","分皿","盆","3"
"輝","huī","1789","1623","光军","辉","4"
"瓶","píng","1789","1703","并瓦","瓶","2"
"雅","yǎ yā yá","1789","1139","牙隹","雅","2"
"兔","tù","1798","2360","兔","兔","1"
"臽","xiàn","1799","4017","人臼","臽","2"
"牲","shēng","1799","1582","牛生","牲","3"
"琴","qín","1799","1701","玨今","琴","3"
"伐","fá","1799","1810","人戈","伐","2"
"腹","fù","1799","1589","肉复","腹","3"
"朗","lǎng","1799","1276","月良","朗","2"
"黎","lí","1799","1476","黍勿","黎","3"
"鄭","zhèng","1806","1132","关阝","郑","4"
"巷","xiàng hàng","1806","2395","共巳","巷","4"
"悟","wù","1806","1668","心吾","悟","3"
"晨","chén","1806","1388","日辰","晨","2"
"霧","wù méng","1806","1670","雨务","雾","4"
"幻","huàn","1806","1417","幺","幻","2"
"傑","jié","1806","1129","木火","杰","2"
"冠","guān guàn","1806","1713","冖元寸","冠","4"
"荷","hé hē hè kē","1806","1427","艸何","荷","4"
"煩","fán","1806","1253","火页","烦","4"
"僞","wěi wèi","1806","1556","人为","伪","2"
"仔","zī zǐ zǎi","1806","1572","人子","仔","2"
"郎","láng làng","1806","1457","良阝","郎","4"
"芳","fāng","1819","1586","艸方","芳","3"
"飄","piāo","1819","1527","票风","飘","4"
"賁","bì bēn féi fén fèn","1819","3917","卉贝","贲","4"
"肚","dù dǔ","1819","1800","肉土","肚","2"
"匈","xiōng","1819","2498","勹凶","匈","3"
"舒","shū yù","1819","1459","舍予","舒","2"
"飽","bǎo","1819","1998","食包","饱","3"
"喪","sāng sàng","1819","1404","丧","丧","1"
"惜","xī","1819","1512","心昔","惜","3"
"肌","jī jì","1819","1935","肉几","肌","2"
"勃","bó bèi","1829","1533","孛力","勃","3"
"巟","huāng","1829","4017","亡川","巟","3"
"辭","cí","1831","1469","舌辛","辞","3"
"鄰","lín lìn","1831","1659","令阝","邻","4"
"灌","guàn huàn","1831","2075","水雚","灌","2"
"抑","yì","1831","1748","手卬","抑","3"
"鳴","míng","1831","1680","口鸟","鸣","2"
"宙","zhòu","1831","1421","宀由","宙","3"
"隆","lóng lōng","1831","1400","降生","隆","5"
"鼠","shǔ","1838","1693","鼠","鼠","1"
"墨","mò","1838","1493","黑土","墨","2"
"腸","cháng","1838","1921","肉𠃓","肠","2"
"援","yuán","1838","1197","手爰","援","3"
"啥","shá shà","1838","2080","口舍","啥","2"
"掃","sǎo sào","1838","1435","手彑","扫","2"
"祥","xiáng","1838","1674","示羊","祥","2"
"閑","xián","1838","1529","门木","闲","2"
"宛","wǎn yuān","1846","2523","宀夗","宛","3"
"猶","yóu yáo","1847","1230","犬尤","犹","3"
"畝","mǔ","1847","2355","亠田","亩","2"
"姿","zī","1847","1899","次女","姿","3"
"埋","mái mán","1847","1640","土里","埋","3"
"薩","sà","1847","1046","艸阝产","萨","4"
"傅","fù fū","1847","1887","人尃","傅","4"
"儲","chǔ chú","1847","1526","人诸","储","5"
"裁","cái","1847","1203","𢦏衣","裁","3"
"雀","què qiāo qiǎo","1855","2327","小隹","雀","2"
"吐","tǔ tù","1856","1653","口土","吐","2"
"粘","nián zhān liān","1856","2236","米占","粘","3"
"役","yì","1856","1245","彳殳","役","3"
"咬","yǎo jiāo","1856","1658","口交","咬","2"
"估","gū gù gǔ","1856","1326","人古","估","3"
"碗","wǎn","1856","1939","石宛","碗","4"
"仙","xiān","1856","1255","人山","仙","2"
"綱","gāng","1856","1934","糸冈","纲","2"
"稻","dào","1856","2525","禾舀","稻","3"
"軌","guǐ","1856","1883","车九","轨","2"
"租","zū jū","1856","1397","禾且","租","2"
"飾","shì chì","1856","1604","食人巾","饰","3"
"芽","yá","1856","2731","艸牙","芽","3"
"旱","hàn","1856","2519","日干","旱","2"
"毀","huǐ huì","1856","1160","臼土殳","毁","3"
"爛","làn","1856","1754","火兰","烂","2"
"袁","yuán","1872","1755","止衣口","袁","2"
"佳","jiā jia","1872","1583","人圭","佳","3"
"嫂","sǎo","1872","2138","女叟","嫂","3"
"嚇","hè xià","1872","1466","口下","吓","2"
"帽","mào","1872","1750","巾冒","帽","3"
"囷","qūn","1872","4017","禾囗","囷","2"
"詳","xiáng yáng","1872","1439","言羊","详","4"
"爹","diē","1872","2004","父多","爹","3"
"飲","yǐn yìn","1872","1569","食欠","饮","3"
"斜","xié xiá yé","1872","1786","余斗","斜","2"
"淺","qiǎn cán jiān jiàn zàn","1872","1721","水戋","浅","3"
"嗇","sè","1883","3668","来㐭","啬","3"
"悉","xī","1883","1428","釆心","悉","2"
"夗","yuàn wǎn wān yuān","1885","4017","夕卩","夗","2"
"扶","fú pú","1886","1612","手夫","扶","3"
"截","jié","1886","1552","雀戈","截","3"
"桿","gǎn","1886","2011","木干","杆","2"
"鳳","fèng","1886","1504","几又","凤","2"
"戀","liàn","1886","1464","変心","恋","2"
"貓","māo máo","1886","1673","犬苗","猫","4"
"噴","pēn pèn","1886","1728","口贲","喷","5"
"縫","féng fèng","1886","1852","糸逢","缝","5"
"匆","cōng","1894","1622","囱","匆","2"
"擾","rǎo róu","1895","1483","手尤","扰","3"
"訊","xùn","1895","1238","言卂","讯","4"
"碼","mǎ","1895","1345","石马","码","3"
"丟","diū","1895","1639","一去","丢","2"
"雕","diāo","1895","1829","周隹","雕","3"
"閏","rùn","1895","3817","门王","闰","2"
"撥","bō fá","1895","1807","手发","拨","4"
"瑞","ruì","1895","1332","玉耑","瑞","2"
"慌","huāng huǎng","1895","1650","心荒","慌","5"
"貸","dài tè","1895","1605","代贝","贷","3"
"蓮","lián liǎn","1895","1837","艸连","莲","4"
"𣶒","yuān","1906","4017","𫂱","𫂱","1"
"奄","yǎn yān","1907","3401","大电","奄","3"
"狠","hěn hǎng kěn yán yín","1908","1654","犬艮","狠","3"
"毅","yì","1908","1946","辛豕殳","毅","3"
"猎","liè","1908","1687","犬昔","猎","3"
"柴","chái zhài zì","1908","1981","此木","柴","3"
"漂","piāo piǎo piào biāo","1908","1568","水票","漂","4"
"崗","gǎng gāng","1908","1795","山冈","岗","2"
"涂","tú","1908","1735","水余","涂","2"
